<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
GDAX.ETH-USD,60,20200812,210000,382.9900000,384.1500000,381.0500000,383.7600000,6897
GDAX.ETH-USD,60,20200812,220000,383.7600000,385.1400000,382.5300000,384.0000000,21324
GDAX.ETH-USD,60,20200812,230000,384.0100000,389.1600000,384.0100000,387.3000000,21194
GDAX.ETH-USD,60,20200813,000000,387.3000000,389.5700000,386.1000000,386.2600000,7594
GDAX.ETH-USD,60,20200813,010000,386.2700000,386.2800000,381.9900000,382.8000000,13801
GDAX.ETH-USD,60,20200813,020000,382.7700000,387.0100000,382.6500000,386.4500000,6497
GDAX.ETH-USD,60,20200813,030000,386.4400000,387.7500000,385.7500000,387.2700000,7366
GDAX.ETH-USD,60,20200813,040000,387.2700000,394.9100000,386.5500000,394.0200000,18080
GDAX.ETH-USD,60,20200813,050000,394.0200000,395.0000000,391.6100000,392.0900000,9815
GDAX.ETH-USD,60,20200813,060000,392.0900000,394.1300000,390.2100000,392.2400000,8031
GDAX.ETH-USD,60,20200813,070000,392.4200000,394.8100000,391.6200000,394.8000000,6018
GDAX.ETH-USD,60,20200813,080000,394.7900000,396.2700000,392.7200000,393.4700000,10713
GDAX.ETH-USD,60,20200813,090000,393.2800000,393.2800000,391.0100000,391.9900000,2529
GDAX.ETH-USD,60,20200813,100000,391.9800000,392.8900000,390.4100000,392.3400000,4255
GDAX.ETH-USD,60,20200813,110000,392.3300000,393.0500000,389.1000000,389.8100000,4050
GDAX.ETH-USD,60,20200813,120000,389.8300000,390.1000000,380.8500000,382.8900000,12014
GDAX.ETH-USD,60,20200813,130000,382.8900000,386.5800000,376.4600000,386.4100000,9225
GDAX.ETH-USD,60,20200813,140000,386.4100000,388.5100000,383.2000000,388.3800000,9748
GDAX.ETH-USD,60,20200813,150000,388.5000000,398.0000000,388.0000000,393.9900000,18789
GDAX.ETH-USD,60,20200813,160000,394.0000000,395.4700000,384.3900000,388.7700000,13607
GDAX.ETH-USD,60,20200813,170000,388.8300000,393.7200000,386.5400000,391.0800000,9072
GDAX.ETH-USD,60,20200813,180000,391.0400000,393.4700000,388.8200000,392.8400000,8109
GDAX.ETH-USD,60,20200813,190000,392.8400000,393.0600000,389.0900000,392.7400000,7795
GDAX.ETH-USD,60,20200813,200000,392.8100000,394.0000000,387.9000000,392.3100000,7267
GDAX.ETH-USD,60,20200813,210000,392.3100000,393.3500000,390.0900000,392.2700000,8694
GDAX.ETH-USD,60,20200813,220000,392.2600000,394.3800000,391.4300000,392.2700000,7648
GDAX.ETH-USD,60,20200813,230000,392.2800000,395.4000000,392.2700000,394.1700000,7376
GDAX.ETH-USD,60,20200814,000000,394.1800000,412.7800000,394.1800000,410.8400000,48235
GDAX.ETH-USD,60,20200814,010000,410.4300000,422.5000000,410.4300000,419.1100000,57308
GDAX.ETH-USD,60,20200814,020000,419.2100000,432.9400000,419.1400000,423.7300000,52971
GDAX.ETH-USD,60,20200814,030000,423.7300000,427.0000000,420.0100000,424.9400000,22529
GDAX.ETH-USD,60,20200814,040000,425.0000000,431.3500000,424.0000000,425.2800000,26885
GDAX.ETH-USD,60,20200814,050000,425.2900000,427.5000000,422.6100000,425.8800000,16333
GDAX.ETH-USD,60,20200814,060000,425.8800000,427.1000000,421.5100000,422.8400000,10530
GDAX.ETH-USD,60,20200814,070000,422.8300000,424.3800000,417.5200000,421.7000000,18577
GDAX.ETH-USD,60,20200814,080000,421.7100000,425.9800000,421.7100000,425.7900000,12897
GDAX.ETH-USD,60,20200814,090000,425.7900000,425.8500000,421.4900000,421.5600000,8271
GDAX.ETH-USD,60,20200814,100000,421.5600000,423.6300000,420.4200000,422.1100000,6808
GDAX.ETH-USD,60,20200814,110000,422.1100000,424.5700000,419.7000000,423.2000000,9091
GDAX.ETH-USD,60,20200814,120000,423.0800000,426.2500000,422.0500000,423.2900000,7348
GDAX.ETH-USD,60,20200814,130000,423.2800000,425.0500000,422.6000000,424.2100000,7775
GDAX.ETH-USD,60,20200814,140000,424.2100000,427.9100000,423.2000000,425.0000000,7895
GDAX.ETH-USD,60,20200814,150000,424.8300000,429.0000000,423.5000000,428.4000000,11614
GDAX.ETH-USD,60,20200814,160000,428.3800000,428.3900000,425.5600000,426.6600000,11068
GDAX.ETH-USD,60,20200814,170000,426.7600000,426.7600000,423.2100000,426.1600000,9176
GDAX.ETH-USD,60,20200814,180000,426.1400000,427.5800000,422.5400000,427.4400000,14737
GDAX.ETH-USD,60,20200814,190000,427.4400000,437.9600000,424.2800000,436.8500000,28116
GDAX.ETH-USD,60,20200814,200000,436.8500000,445.4500000,434.0000000,442.0100000,36978
GDAX.ETH-USD,60,20200814,210000,442.0100000,442.9400000,437.4000000,440.7200000,16010
GDAX.ETH-USD,60,20200814,220000,440.7100000,445.0400000,440.0400000,442.6400000,17506
GDAX.ETH-USD,60,20200814,230000,442.6300000,443.7500000,439.6500000,441.1800000,12592
GDAX.ETH-USD,60,20200815,000000,441.2400000,442.7500000,437.6000000,439.6300000,9648
GDAX.ETH-USD,60,20200815,010000,439.6300000,439.8300000,435.0000000,438.1800000,8427
GDAX.ETH-USD,60,20200815,020000,438.1800000,440.2000000,435.5500000,440.1100000,5597
GDAX.ETH-USD,60,20200815,030000,440.0400000,440.6700000,436.0500000,438.8300000,6702
GDAX.ETH-USD,60,20200815,040000,438.8300000,441.2400000,435.6900000,439.1200000,8890
GDAX.ETH-USD,60,20200815,050000,439.1100000,441.9400000,437.5400000,441.5900000,6784
GDAX.ETH-USD,60,20200815,060000,441.7100000,443.3300000,440.1400000,440.1600000,10280
GDAX.ETH-USD,60,20200815,070000,440.2300000,441.0100000,438.2800000,439.8000000,4724
GDAX.ETH-USD,60,20200815,080000,439.6800000,440.9300000,437.0300000,438.8700000,6013
GDAX.ETH-USD,60,20200815,090000,438.8600000,439.4400000,435.6400000,439.3900000,5667
GDAX.ETH-USD,60,20200815,100000,439.3800000,440.4800000,438.5600000,438.6900000,2973
GDAX.ETH-USD,60,20200815,110000,438.7800000,439.1400000,436.7600000,437.6800000,2921
GDAX.ETH-USD,60,20200815,120000,437.6800000,439.1100000,428.0000000,433.9400000,12869
GDAX.ETH-USD,60,20200815,130000,433.9400000,438.1900000,433.6900000,436.4800000,3368
GDAX.ETH-USD,60,20200815,140000,436.4900000,438.6900000,434.3200000,435.3600000,3233
GDAX.ETH-USD,60,20200815,150000,435.4000000,437.3700000,434.1600000,434.1600000,2995
GDAX.ETH-USD,60,20200815,160000,434.3300000,437.2500000,429.2000000,430.8900000,10092
GDAX.ETH-USD,60,20200815,170000,431.0400000,434.2100000,430.1600000,432.2500000,10799
GDAX.ETH-USD,60,20200815,180000,432.2300000,434.1900000,428.5200000,432.8500000,8806
GDAX.ETH-USD,60,20200815,190000,432.8400000,438.3800000,432.0000000,435.9000000,14072
GDAX.ETH-USD,60,20200815,200000,435.8900000,439.4600000,433.4200000,435.3000000,11545
GDAX.ETH-USD,60,20200815,210000,435.3400000,437.0000000,434.9400000,435.3200000,4416
GDAX.ETH-USD,60,20200815,220000,435.1900000,436.4000000,433.8200000,436.0300000,5450
GDAX.ETH-USD,60,20200815,230000,436.0300000,436.4300000,431.7200000,432.2900000,8079
GDAX.ETH-USD,60,20200816,000000,432.2800000,434.9200000,431.7800000,432.4900000,4930
GDAX.ETH-USD,60,20200816,010000,432.4600000,434.0000000,429.0500000,433.0400000,7388
GDAX.ETH-USD,60,20200816,020000,433.2300000,436.0000000,431.3200000,432.0600000,9821
GDAX.ETH-USD,60,20200816,030000,431.9800000,433.5900000,429.4700000,432.5500000,4847
GDAX.ETH-USD,60,20200816,040000,432.6700000,433.3500000,426.7000000,427.2300000,8558
GDAX.ETH-USD,60,20200816,050000,427.2000000,430.3300000,421.3400000,430.2500000,14177
GDAX.ETH-USD,60,20200816,060000,430.2400000,430.2400000,426.3200000,426.6700000,5542
GDAX.ETH-USD,60,20200816,070000,426.6700000,429.3400000,426.3300000,426.8700000,4418
GDAX.ETH-USD,60,20200816,080000,426.8700000,429.1000000,426.1300000,428.3000000,3610
GDAX.ETH-USD,60,20200816,090000,428.4000000,429.6000000,427.7000000,428.9400000,5996
GDAX.ETH-USD,60,20200816,100000,428.8900000,429.3800000,426.5800000,428.3700000,3788
GDAX.ETH-USD,60,20200816,110000,428.5000000,428.8500000,426.2500000,426.5900000,4123
GDAX.ETH-USD,60,20200816,120000,426.5900000,428.3300000,425.0000000,426.6900000,3182
GDAX.ETH-USD,60,20200816,130000,426.6700000,427.9500000,424.3500000,427.1800000,3221
GDAX.ETH-USD,60,20200816,140000,427.1400000,427.3100000,422.0000000,423.3600000,5771
GDAX.ETH-USD,60,20200816,150000,423.3500000,423.5500000,416.2000000,417.8100000,14185
GDAX.ETH-USD,60,20200816,160000,417.9600000,420.6300000,412.5100000,419.9000000,15788
GDAX.ETH-USD,60,20200816,170000,419.8800000,423.4500000,418.1100000,422.8800000,7281
GDAX.ETH-USD,60,20200816,180000,422.8600000,424.5800000,422.3000000,423.8700000,11445
GDAX.ETH-USD,60,20200816,190000,423.8600000,432.4500000,422.6000000,430.7500000,14932
GDAX.ETH-USD,60,20200816,200000,430.7500000,437.0000000,430.7500000,434.4300000,18183
GDAX.ETH-USD,60,20200816,210000,434.4300000,435.9000000,428.8500000,430.6300000,12438
GDAX.ETH-USD,60,20200816,220000,430.7500000,432.0000000,429.5200000,430.6000000,4835
GDAX.ETH-USD,60,20200816,230000,430.6000000,431.5700000,428.5300000,429.4300000,4840
GDAX.ETH-USD,60,20200817,000000,429.4500000,431.2100000,426.7800000,430.5700000,6363
GDAX.ETH-USD,60,20200817,010000,430.6400000,433.7400000,429.8000000,431.6700000,7214
GDAX.ETH-USD,60,20200817,020000,431.6700000,434.6900000,429.9100000,433.7300000,6855
GDAX.ETH-USD,60,20200817,030000,433.7000000,434.9100000,430.7200000,433.7000000,11247
GDAX.ETH-USD,60,20200817,040000,433.7100000,434.9600000,429.4700000,430.8400000,11739
GDAX.ETH-USD,60,20200817,050000,430.8300000,430.8400000,425.0900000,428.1000000,8143
GDAX.ETH-USD,60,20200817,060000,428.0100000,428.8300000,421.8100000,426.3700000,6102
GDAX.ETH-USD,60,20200817,070000,426.3500000,427.6100000,423.1200000,425.8700000,5106
GDAX.ETH-USD,60,20200817,080000,425.6900000,426.0000000,422.3100000,422.5500000,4545
GDAX.ETH-USD,60,20200817,090000,422.5400000,426.0800000,421.3400000,421.8700000,3295
GDAX.ETH-USD,60,20200817,100000,421.8700000,426.4000000,420.5000000,424.1200000,4173
GDAX.ETH-USD,60,20200817,110000,424.0600000,425.9400000,422.3000000,424.0000000,1780
GDAX.ETH-USD,60,20200817,120000,423.9400000,429.9800000,423.4500000,428.8800000,6325
GDAX.ETH-USD,60,20200817,130000,428.7200000,429.7100000,425.9300000,426.0100000,2768
GDAX.ETH-USD,60,20200817,140000,426.0000000,428.8900000,425.0100000,425.9900000,3245
GDAX.ETH-USD,60,20200817,150000,426.0700000,429.2600000,425.6400000,428.4500000,4478
GDAX.ETH-USD,60,20200817,160000,428.4800000,430.9900000,425.0700000,426.5600000,14123
GDAX.ETH-USD,60,20200817,170000,426.5600000,434.0300000,423.3100000,430.1400000,27416
GDAX.ETH-USD,60,20200817,180000,430.1800000,432.9900000,427.5000000,431.7100000,14884
GDAX.ETH-USD,60,20200817,190000,431.9400000,442.2200000,429.3300000,441.5000000,21802
GDAX.ETH-USD,60,20200817,200000,441.6400000,447.5000000,438.2900000,440.0100000,21085
GDAX.ETH-USD,60,20200817,210000,440.0100000,443.4200000,439.7000000,441.9600000,8281
GDAX.ETH-USD,60,20200817,220000,441.9600000,443.0400000,435.9400000,436.7200000,8674
GDAX.ETH-USD,60,20200817,230000,436.7800000,439.0000000,435.6200000,437.7900000,5239
GDAX.ETH-USD,60,20200818,000000,437.7900000,439.8800000,436.8900000,438.2700000,5136
GDAX.ETH-USD,60,20200818,010000,438.2600000,439.7100000,436.0000000,438.9900000,8680
GDAX.ETH-USD,60,20200818,020000,439.0200000,440.0900000,437.5300000,438.2700000,6323
GDAX.ETH-USD,60,20200818,030000,438.2000000,439.5500000,428.5100000,431.5000000,18511
GDAX.ETH-USD,60,20200818,040000,431.5000000,434.2700000,430.8600000,433.5400000,7265
GDAX.ETH-USD,60,20200818,050000,433.5300000,433.5300000,429.1100000,429.9900000,7411
GDAX.ETH-USD,60,20200818,060000,429.9800000,433.0100000,428.2600000,432.7700000,4452
GDAX.ETH-USD,60,20200818,070000,432.8600000,432.9400000,428.9000000,430.5400000,3730
GDAX.ETH-USD,60,20200818,080000,430.4600000,430.8400000,427.1200000,428.5200000,6450
GDAX.ETH-USD,60,20200818,090000,428.5200000,429.8000000,426.5000000,428.6300000,5455
GDAX.ETH-USD,60,20200818,100000,428.3700000,430.7800000,426.8100000,430.6400000,2781
GDAX.ETH-USD,60,20200818,110000,430.6400000,430.6400000,428.6000000,429.6900000,2093
GDAX.ETH-USD,60,20200818,120000,429.6900000,431.2400000,429.4500000,430.6800000,1668
GDAX.ETH-USD,60,20200818,130000,430.6800000,430.7900000,428.7400000,429.1900000,2313
GDAX.ETH-USD,60,20200818,140000,429.2600000,431.7300000,428.4000000,431.3500000,2318
GDAX.ETH-USD,60,20200818,150000,431.1200000,431.7500000,427.0700000,427.2200000,5387
GDAX.ETH-USD,60,20200818,160000,427.2800000,430.3900000,427.0700000,429.6800000,4449
GDAX.ETH-USD,60,20200818,170000,429.7200000,430.6100000,421.1600000,426.5100000,14981
GDAX.ETH-USD,60,20200818,180000,426.3100000,427.2600000,414.4400000,422.4600000,25154
GDAX.ETH-USD,60,20200818,190000,422.4600000,425.8200000,419.1200000,420.4500000,8646
GDAX.ETH-USD,60,20200818,200000,420.1800000,424.9900000,415.9100000,423.6800000,10959
GDAX.ETH-USD,60,20200818,210000,423.8500000,425.3600000,422.1500000,423.3300000,3767
GDAX.ETH-USD,60,20200818,220000,423.3200000,424.9800000,422.2400000,423.3900000,4561
GDAX.ETH-USD,60,20200818,230000,423.4000000,426.7900000,423.3900000,424.0200000,4983
GDAX.ETH-USD,60,20200819,000000,424.0200000,429.0000000,424.0200000,427.4100000,9132
GDAX.ETH-USD,60,20200819,010000,427.4100000,429.6800000,426.7400000,427.5000000,3219
GDAX.ETH-USD,60,20200819,020000,427.4900000,428.3400000,424.8100000,425.5000000,3746
GDAX.ETH-USD,60,20200819,030000,425.6500000,425.6700000,421.8700000,422.3100000,3753
GDAX.ETH-USD,60,20200819,040000,422.3100000,424.7800000,420.2400000,424.7500000,6487
GDAX.ETH-USD,60,20200819,050000,424.7500000,426.9700000,423.0000000,423.4700000,4528
GDAX.ETH-USD,60,20200819,060000,423.4700000,424.0700000,419.5000000,420.6700000,6531
GDAX.ETH-USD,60,20200819,070000,420.6700000,422.4000000,415.1100000,415.8300000,6855
GDAX.ETH-USD,60,20200819,080000,415.8200000,417.2800000,406.1200000,412.3100000,19929
GDAX.ETH-USD,60,20200819,090000,412.3300000,413.5500000,406.9100000,408.6100000,9654
GDAX.ETH-USD,60,20200819,100000,408.4900000,409.9500000,401.5700000,408.4300000,12451
GDAX.ETH-USD,60,20200819,110000,408.4300000,413.5700000,407.2400000,413.5500000,4341
GDAX.ETH-USD,60,20200819,120000,413.5400000,414.6100000,411.1800000,412.6300000,2882
GDAX.ETH-USD,60,20200819,130000,412.6400000,416.3800000,412.6400000,413.4700000,3382
GDAX.ETH-USD,60,20200819,140000,413.4700000,413.8200000,408.9100000,412.5600000,2435
GDAX.ETH-USD,60,20200819,150000,412.5600000,415.8800000,410.6800000,413.2200000,3653
GDAX.ETH-USD,60,20200819,160000,413.1900000,414.4000000,411.2500000,412.4600000,3958
GDAX.ETH-USD,60,20200819,170000,412.4600000,415.7100000,410.0100000,412.8600000,5749
GDAX.ETH-USD,60,20200819,180000,412.7500000,414.5300000,408.0000000,408.9200000,6043
GDAX.ETH-USD,60,20200819,190000,408.8300000,411.9800000,406.1900000,409.9700000,8678
GDAX.ETH-USD,60,20200819,200000,410.0200000,412.2000000,401.3200000,407.6300000,15997
GDAX.ETH-USD,60,20200819,210000,407.6400000,408.8900000,403.9800000,408.3500000,8881
GDAX.ETH-USD,60,20200819,220000,408.3600000,408.4600000,400.0000000,404.5500000,15177
GDAX.ETH-USD,60,20200819,230000,404.5500000,405.4100000,395.0600000,395.9300000,20127
GDAX.ETH-USD,60,20200820,000000,395.9400000,404.3300000,393.7500000,404.3300000,17496
GDAX.ETH-USD,60,20200820,010000,404.2900000,409.1400000,403.0400000,405.4800000,6340
GDAX.ETH-USD,60,20200820,020000,405.5000000,411.0900000,404.5400000,407.3700000,10109
GDAX.ETH-USD,60,20200820,030000,407.3800000,412.6800000,405.3000000,407.5900000,11249
GDAX.ETH-USD,60,20200820,040000,407.6000000,415.6700000,407.5900000,411.7900000,11261
GDAX.ETH-USD,60,20200820,050000,412.0000000,414.0000000,410.2300000,410.4100000,3835
GDAX.ETH-USD,60,20200820,060000,410.3400000,411.3200000,406.6000000,408.1600000,3691
GDAX.ETH-USD,60,20200820,070000,408.3000000,409.9500000,406.6900000,407.2300000,3792
GDAX.ETH-USD,60,20200820,080000,407.2300000,408.6500000,404.1600000,405.2900000,5241
GDAX.ETH-USD,60,20200820,090000,405.2800000,405.2800000,402.7300000,404.4300000,3308
GDAX.ETH-USD,60,20200820,100000,404.3300000,409.4100000,402.3000000,407.9200000,5132
GDAX.ETH-USD,60,20200820,110000,407.9300000,408.2400000,403.3100000,404.2500000,2932
GDAX.ETH-USD,60,20200820,120000,404.3300000,407.4300000,403.5900000,407.4300000,3896
GDAX.ETH-USD,60,20200820,130000,407.4300000,411.2500000,406.5900000,409.7600000,2348
GDAX.ETH-USD,60,20200820,140000,409.6900000,410.4000000,407.5100000,409.5600000,2367
GDAX.ETH-USD,60,20200820,150000,409.5600000,412.0100000,406.4700000,411.4700000,4004
GDAX.ETH-USD,60,20200820,160000,411.6800000,412.0400000,409.0500000,409.2900000,3656
GDAX.ETH-USD,60,20200820,170000,409.3000000,412.6800000,408.6100000,412.5700000,4607
GDAX.ETH-USD,60,20200820,180000,412.5700000,415.2100000,410.8400000,414.8800000,7889
GDAX.ETH-USD,60,20200820,190000,414.8900000,416.2100000,413.0400000,415.6800000,11744
GDAX.ETH-USD,60,20200820,200000,415.8800000,418.4800000,414.0800000,416.4200000,12273
GDAX.ETH-USD,60,20200820,210000,416.4100000,417.7100000,413.9400000,414.1500000,6924
GDAX.ETH-USD,60,20200820,220000,414.2300000,417.2600000,414.1000000,416.8300000,10596
GDAX.ETH-USD,60,20200820,230000,416.8200000,417.7800000,414.3600000,414.7000000,10762
GDAX.ETH-USD,60,20200821,000000,414.7000000,417.4300000,414.6700000,416.2700000,9132
GDAX.ETH-USD,60,20200821,010000,416.1100000,419.5800000,415.1300000,416.7700000,6707
GDAX.ETH-USD,60,20200821,020000,416.7500000,417.7200000,414.2800000,414.7300000,3707
GDAX.ETH-USD,60,20200821,030000,414.8300000,417.4400000,414.2800000,415.9200000,6738
GDAX.ETH-USD,60,20200821,040000,415.9200000,418.9200000,413.4800000,415.4800000,8662
GDAX.ETH-USD,60,20200821,050000,415.4800000,415.5100000,410.2200000,411.8300000,5560
GDAX.ETH-USD,60,20200821,060000,411.8600000,413.4700000,410.1000000,410.6300000,10397
GDAX.ETH-USD,60,20200821,070000,410.6200000,416.2700000,409.6100000,416.0700000,11987
GDAX.ETH-USD,60,20200821,080000,416.0700000,417.1100000,413.5800000,415.2800000,7216
GDAX.ETH-USD,60,20200821,090000,415.1100000,416.1400000,413.2800000,414.0500000,3772
GDAX.ETH-USD,60,20200821,100000,413.9900000,414.3700000,412.7700000,413.0700000,3769
GDAX.ETH-USD,60,20200821,110000,413.0300000,414.6500000,411.8000000,412.7800000,3955
GDAX.ETH-USD,60,20200821,120000,412.7800000,412.7800000,409.0100000,411.6800000,3502
GDAX.ETH-USD,60,20200821,130000,411.6300000,412.2300000,408.3600000,408.5700000,2244
GDAX.ETH-USD,60,20200821,140000,408.6600000,409.2300000,405.2100000,408.2500000,7497
GDAX.ETH-USD,60,20200821,150000,408.2500000,408.9100000,404.0000000,405.5900000,7197
GDAX.ETH-USD,60,20200821,160000,405.5900000,407.9400000,399.1500000,406.9600000,12636
GDAX.ETH-USD,60,20200821,170000,406.9700000,407.8000000,401.8400000,401.9500000,6079
GDAX.ETH-USD,60,20200821,180000,401.9600000,406.9200000,400.8900000,405.4000000,8808
GDAX.ETH-USD,60,20200821,190000,405.4100000,407.3300000,403.1600000,404.3600000,5307
GDAX.ETH-USD,60,20200821,200000,404.3000000,406.8100000,401.0300000,401.2000000,6990
GDAX.ETH-USD,60,20200821,210000,401.0300000,406.6700000,399.5000000,403.2000000,12799
GDAX.ETH-USD,60,20200821,220000,403.2200000,403.5100000,394.2600000,398.0300000,15941
GDAX.ETH-USD,60,20200821,230000,398.1100000,401.7800000,397.5300000,397.7000000,8491
GDAX.ETH-USD,60,20200822,000000,397.7400000,401.6200000,393.4500000,395.0800000,9008
GDAX.ETH-USD,60,20200822,010000,395.0700000,396.3100000,385.0000000,388.4800000,23121
GDAX.ETH-USD,60,20200822,020000,388.4500000,396.9800000,387.3500000,389.4300000,22204
GDAX.ETH-USD,60,20200822,030000,389.3700000,391.9700000,385.1900000,388.0500000,11234
GDAX.ETH-USD,60,20200822,040000,388.0000000,388.2700000,380.0000000,381.3000000,26793
GDAX.ETH-USD,60,20200822,050000,381.3100000,385.4600000,379.5300000,385.0100000,10419
GDAX.ETH-USD,60,20200822,060000,385.1000000,387.2600000,383.4400000,385.0500000,8327
GDAX.ETH-USD,60,20200822,070000,385.0700000,386.8400000,381.9200000,385.4000000,7172
GDAX.ETH-USD,60,20200822,080000,385.3900000,385.3900000,380.2900000,381.9700000,6994
GDAX.ETH-USD,60,20200822,090000,381.9700000,386.3000000,381.9700000,386.0100000,3749
GDAX.ETH-USD,60,20200822,100000,386.0600000,391.9900000,386.0600000,391.9900000,6758
GDAX.ETH-USD,60,20200822,110000,391.9900000,392.4200000,389.6600000,391.0500000,2862
GDAX.ETH-USD,60,20200822,120000,391.0400000,394.8400000,390.0400000,392.4900000,2237
GDAX.ETH-USD,60,20200822,130000,392.5500000,392.8300000,390.3100000,392.1700000,1274
GDAX.ETH-USD,60,20200822,140000,392.3400000,394.0500000,390.6600000,391.2600000,3062
GDAX.ETH-USD,60,20200822,150000,391.3400000,391.4800000,386.4400000,390.1600000,3180
GDAX.ETH-USD,60,20200822,160000,390.1900000,393.6200000,389.8600000,392.0400000,4736
GDAX.ETH-USD,60,20200822,170000,392.0400000,392.9300000,389.2900000,391.5100000,3855
GDAX.ETH-USD,60,20200822,180000,391.5100000,392.9200000,386.5700000,391.7500000,5266
GDAX.ETH-USD,60,20200822,190000,391.8500000,394.0200000,390.3100000,390.6100000,6387
GDAX.ETH-USD,60,20200822,200000,390.5500000,391.5700000,388.6200000,390.6000000,3912
GDAX.ETH-USD,60,20200822,210000,390.5600000,391.5800000,388.8500000,390.9500000,4455
GDAX.ETH-USD,60,20200822,220000,391.0200000,391.8900000,390.2600000,390.7900000,2584
GDAX.ETH-USD,60,20200822,230000,390.8400000,391.0200000,388.8400000,389.2000000,3337
GDAX.ETH-USD,60,20200823,000000,389.2100000,389.4900000,387.5000000,388.8900000,3331
GDAX.ETH-USD,60,20200823,010000,388.9600000,395.2200000,388.7300000,394.1400000,7841
GDAX.ETH-USD,60,20200823,020000,394.1900000,397.5300000,392.1000000,393.3800000,8665
GDAX.ETH-USD,60,20200823,030000,393.3300000,399.7300000,392.5900000,395.6200000,8266
GDAX.ETH-USD,60,20200823,040000,395.5200000,400.0000000,392.2000000,393.4500000,8657
GDAX.ETH-USD,60,20200823,050000,393.5100000,394.1600000,392.0200000,393.5700000,3448
GDAX.ETH-USD,60,20200823,060000,393.6200000,394.0400000,390.8700000,391.2400000,4719
GDAX.ETH-USD,60,20200823,070000,391.2400000,392.0900000,389.1400000,390.2700000,1898
GDAX.ETH-USD,60,20200823,080000,390.0400000,390.3800000,388.6600000,389.2700000,2196
GDAX.ETH-USD,60,20200823,090000,389.2300000,389.9000000,387.7200000,389.1000000,2063
GDAX.ETH-USD,60,20200823,100000,389.1100000,392.6100000,388.7400000,391.7000000,2222
GDAX.ETH-USD,60,20200823,110000,391.7000000,392.4500000,390.6700000,391.1300000,1208
GDAX.ETH-USD,60,20200823,120000,391.1300000,391.5700000,388.9000000,389.2900000,2027
GDAX.ETH-USD,60,20200823,130000,389.2600000,390.9100000,388.6900000,389.9800000,1127
GDAX.ETH-USD,60,20200823,140000,389.9700000,389.9700000,385.7200000,386.4200000,1524
GDAX.ETH-USD,60,20200823,150000,386.6500000,388.3600000,383.7000000,384.1500000,3413
GDAX.ETH-USD,60,20200823,160000,384.1800000,387.5000000,383.6700000,387.2500000,2549
GDAX.ETH-USD,60,20200823,170000,387.2800000,393.0500000,385.7500000,388.9500000,7575
GDAX.ETH-USD,60,20200823,180000,389.0200000,390.2900000,388.2000000,389.7800000,3337
GDAX.ETH-USD,60,20200823,190000,389.8900000,393.1300000,389.4900000,392.7500000,2373
GDAX.ETH-USD,60,20200823,200000,392.7400000,392.9800000,389.4000000,390.0700000,3134
GDAX.ETH-USD,60,20200823,210000,390.0800000,391.2900000,389.0100000,390.1200000,3242
GDAX.ETH-USD,60,20200823,220000,390.1400000,392.7000000,389.5200000,392.1200000,5136
GDAX.ETH-USD,60,20200823,230000,391.9400000,394.7400000,390.7700000,394.0000000,5002
GDAX.ETH-USD,60,20200824,000000,394.0000000,396.1600000,392.6000000,392.8900000,6241
GDAX.ETH-USD,60,20200824,010000,392.9100000,393.6100000,392.0800000,393.5500000,2479
GDAX.ETH-USD,60,20200824,020000,393.5400000,393.9700000,390.7200000,391.2900000,2200
GDAX.ETH-USD,60,20200824,030000,391.3400000,392.8900000,390.4600000,390.9000000,2159
GDAX.ETH-USD,60,20200824,040000,390.7800000,391.0000000,387.7200000,389.9800000,6588
GDAX.ETH-USD,60,20200824,050000,390.1400000,390.5300000,388.3200000,389.7800000,3574
GDAX.ETH-USD,60,20200824,060000,389.5900000,392.6800000,389.3700000,391.1500000,3585
GDAX.ETH-USD,60,20200824,070000,391.1400000,394.0000000,391.1300000,393.2500000,3537
GDAX.ETH-USD,60,20200824,080000,393.2500000,393.8100000,391.4600000,392.5900000,2569
GDAX.ETH-USD,60,20200824,090000,392.5900000,393.0800000,391.7700000,392.6900000,2282
GDAX.ETH-USD,60,20200824,100000,392.7000000,396.2600000,392.0400000,396.0800000,2576
GDAX.ETH-USD,60,20200824,110000,396.1700000,398.9900000,396.1700000,398.4500000,4888
GDAX.ETH-USD,60,20200824,120000,398.4500000,407.5900000,398.4500000,405.0200000,11437
GDAX.ETH-USD,60,20200824,130000,405.0600000,405.8800000,403.6000000,405.1800000,3437
GDAX.ETH-USD,60,20200824,140000,405.2500000,406.5200000,403.9700000,405.3700000,7386
GDAX.ETH-USD,60,20200824,150000,405.3700000,408.6900000,405.3700000,406.8000000,11504
GDAX.ETH-USD,60,20200824,160000,406.9100000,408.8000000,405.5000000,405.5400000,7002
GDAX.ETH-USD,60,20200824,170000,405.5500000,408.2600000,405.5500000,405.7100000,7281
GDAX.ETH-USD,60,20200824,180000,405.7100000,406.7500000,402.1000000,402.2800000,7803
GDAX.ETH-USD,60,20200824,190000,402.2400000,403.9800000,400.9100000,403.1000000,4916
GDAX.ETH-USD,60,20200824,200000,403.1100000,405.6100000,401.8300000,404.5000000,3991
GDAX.ETH-USD,60,20200824,210000,404.5700000,404.8600000,402.5300000,403.1700000,5601
GDAX.ETH-USD,60,20200824,220000,403.1600000,404.2600000,400.1700000,401.8300000,4344
